TENURE,MONTANT,FREQUENCE_RECH,REVENUE,ARPU_SEGMENT,FREQUENCE,DATA_VOLUME,ON_NET,ORANGE,MRG,REGULARITY,CHURN
K > 24 month,8800.0,20.0,8548.0,2849.0,31.0,4717.0,996.0,135.0,NO,62,0
K > 24 month,16450.0,37.0,16699.0,5566.0,62.0,38059.0,5376.0,458.0,NO,61,0
K > 24 month,2350.0,6.0,2360.0,787.0,6.0,989.0,0.0,33.0,NO,41,0
K > 24 month,6600.0,48.0,6683.0,2228.0,54.0,7098.0,2.0,3.0,NO,61,0
K > 24 month,7750.0,24.0,8186.0,2729.0,34.0,743.0,951.0,50.0,NO,60,0
K > 24 month,12600.0,54.0,12759.0,4253.0,63.0,13126.0,2.0,3.0,NO,62,0
K > 24 month,8550.0,29.0,8551.0,2850.0,36.0,2592.0,16.0,99.0,NO,59,0
K > 24 month,6250.0,13.0,6663.0,2221.0,15.0,53.0,118.0,5.0,NO,43,0
K > 24 month,11650.0,50.0,12251.0,4084.0,55.0,0.0,2021.0,99.0,NO,62,0
K > 24 month,1100.0,3.0,1102.0,367.0,6.0,0.0,23.0,22.0,NO,33,0
K > 24 month,2750.0,4.0,2750.0,917.0,4.0,3677.0,2.0,20.0,NO,49,0
K > 24 month,1100.0,3.0,1588.0,529.0,5.0,2990.0,27.0,1.0,NO,19,0
K > 24 month,9850.0,26.0,9482.0,3161.0,29.0,3302.0,557.0,148.0,NO,60,0
K > 24 month,2000.0,4.0,2000.0,667.0,4.0,4.0,82.0,49.0,NO,36,0
K > 24 month,2200.0,5.0,2610.0,870.0,15.0,0.0,21.0,9.0,NO,45,0
K > 24 month,700.0,2.0,1450.0,483.0,8.0,21.0,68.0,20.0,NO,33,0
K > 24 month,3400.0,11.0,3590.0,1197.0,12.0,5374.0,83.0,13.0,NO,38,0
K > 24 month,8800.0,34.0,9300.0,3100.0,38.0,3539.0,1398.0,222.0,NO,59,0
K > 24 month,1550.0,8.0,1461.0,487.0,8.0,39.0,131.0,21.0,NO,60,0
K > 24 month,25100.0,40.0,27743.0,9248.0,45.0,5613.0,304.0,374.0,NO,61,0
K > 24 month,2500.0,5.0,1701.0,567.0,5.0,0.0,72.0,28.0,NO,31,0
K > 24 month,1500.0,3.0,1500.0,500.0,3.0,0.0,55.0,52.0,NO,29,0
K > 24 month,800.0,2.0,800.0,267.0,3.0,116.0,0.0,19.0,NO,16,0
H 15-18 month,32000.0,49.0,32599.0,10866.0,55.0,2.0,578.0,857.0,NO,62,0
K > 24 month,2700.0,4.0,3200.0,1067.0,9.0,677.0,1.0,42.0,NO,54,0
K > 24 month,7000.0,5.0,7000.0,2333.0,5.0,1.0,158.0,172.0,NO,34,0
K > 24 month,1500.0,3.0,1500.0,500.0,3.0,0.0,68.0,13.0,NO,40,0
K > 24 month,1700.0,4.0,1700.0,567.0,4.0,10.0,14.0,69.0,NO,38,0
K > 24 month,500.0,1.0,1000.0,333.0,2.0,55.0,55.0,13.0,NO,42,0
K > 24 month,7000.0,14.0,9000.0,3000.0,17.0,283.0,174.0,367.0,NO,39,0
K > 24 month,2150.0,5.0,2651.0,884.0,8.0,7.0,334.0,50.0,NO,36,0
K > 24 month,7550.0,31.0,7550.0,2517.0,34.0,0.0,1283.0,137.0,NO,62,0
K > 24 month,13550.0,50.0,14251.0,4750.0,58.0,1094.0,1622.0,33.0,NO,62,0
K > 24 month,2700.0,6.0,2698.0,899.0,7.0,535.0,33.0,64.0,NO,37,0
K > 24 month,6500.0,6.0,6510.0,2170.0,8.0,13917.0,79.0,61.0,NO,60,0
K > 24 month,8700.0,17.0,8522.0,2841.0,19.0,16416.0,31.0,67.0,NO,60,0
K > 24 month,3500.0,7.0,3501.0,1167.0,8.0,0.0,136.0,1.0,NO,55,0
K > 24 month,23200.0,46.0,24162.0,8054.0,53.0,2807.0,207.0,461.0,NO,61,0
K > 24 month,5500.0,5.0,5411.0,1804.0,10.0,11750.0,2.0,19.0,NO,62,0
K > 24 month,3700.0,5.0,3700.0,1233.0,8.0,15.0,79.0,41.0,NO,32,0
K > 24 month,6550.0,19.0,6552.0,2184.0,22.0,4703.0,28.0,48.0,NO,56,0
K > 24 month,2000.0,7.0,2000.0,667.0,6.0,0.0,0.0,54.0,NO,11,0
K > 24 month,8600.0,18.0,8599.0,2866.0,25.0,8386.0,135.0,22.0,NO,48,0
K > 24 month,14000.0,23.0,14000.0,4667.0,24.0,0.0,176.0,352.0,NO,56,0
K > 24 month,500.0,1.0,1000.0,333.0,4.0,7.0,3.0,3.0,NO,25,0
K > 24 month,3800.0,9.0,3785.0,1262.0,9.0,697.0,133.0,68.0,NO,36,0
K > 24 month,10550.0,22.0,9716.0,3239.0,22.0,5164.0,13.0,10.0,NO,40,0
K > 24 month,11000.0,29.0,9625.0,3208.0,37.0,4629.0,85.0,121.0,NO,59,0
K > 24 month,13900.0,21.0,14600.0,4867.0,23.0,6704.0,3443.0,169.0,NO,59,0
K > 24 month,500.0,1.0,1000.0,333.0,2.0,385.0,37.0,23.0,NO,24,0
K > 24 month,10500.0,19.0,10511.0,3504.0,35.0,1.0,324.0,351.0,NO,59,0
K > 24 month,2500.0,3.0,2501.0,834.0,8.0,2708.0,2.0,12.0,NO,39,0
K > 24 month,5000.0,5.0,5000.0,1667.0,5.0,27497.0,1.0,0.0,NO,32,0
K > 24 month,2100.0,16.0,2686.0,895.0,19.0,2169.0,10.0,5.0,NO,41,0
K > 24 month,16850.0,45.0,18011.0,6004.0,53.0,1456.0,4093.0,121.0,NO,62,0
K > 24 month,2600.0,10.0,3010.0,1003.0,14.0,3342.0,0.0,0.0,NO,21,0
K > 24 month,2000.0,4.0,2001.0,667.0,5.0,0.0,37.0,46.0,NO,30,0
K > 24 month,8300.0,17.0,8299.0,2766.0,19.0,0.0,221.0,143.0,NO,55,0
K > 24 month,11300.0,21.0,12269.0,4090.0,26.0,0.0,828.0,18.0,NO,46,0
K > 24 month,4850.0,16.0,5351.0,1784.0,20.0,1593.0,474.0,5.0,NO,59,0
K > 24 month,7000.0,14.0,7057.0,2352.0,16.0,638.0,137.0,74.0,NO,60,0
K > 24 month,5000.0,10.0,5199.0,1733.0,11.0,0.0,120.0,12.0,NO,62,0
K > 24 month,1600.0,3.0,1501.0,500.0,4.0,0.0,9.0,32.0,NO,19,0
K > 24 month,1300.0,3.0,1301.0,434.0,6.0,1892.0,0.0,1.0,NO,22,0
K > 24 month,3000.0,6.0,3000.0,1000.0,6.0,0.0,44.0,60.0,NO,53,0
K > 24 month,9700.0,12.0,11201.0,3734.0,24.0,2910.0,1401.0,392.0,NO,62,0
K > 24 month,5950.0,14.0,6424.0,2141.0,24.0,8469.0,1.0,5.0,NO,62,0
K > 24 month,9000.0,18.0,8989.0,2996.0,32.0,8969.0,24.0,51.0,NO,59,0
K > 24 month,2000.0,9.0,2000.0,667.0,10.0,1003.0,6.0,14.0,NO,30,0
K > 24 month,10700.0,31.0,10380.0,3460.0,33.0,1143.0,43.0,171.0,NO,51,0
K > 24 month,33200.0,41.0,33711.0,11237.0,49.0,30321.0,1315.0,170.0,NO,59,0
K > 24 month,4600.0,14.0,4601.0,1534.0,14.0,0.0,97.0,112.0,NO,45,0
K > 24 month,550.0,3.0,750.0,250.0,4.0,596.0,0.0,0.0,NO,26,0
K > 24 month,500.0,1.0,500.0,167.0,1.0,0.0,17.0,15.0,NO,25,0
K > 24 month,6500.0,16.0,6846.0,2282.0,23.0,16.0,48.0,50.0,NO,39,0
K > 24 month,3500.0,5.0,2899.0,966.0,6.0,6456.0,9.0,24.0,NO,22,0
K > 24 month,7050.0,19.0,7251.0,2417.0,24.0,1351.0,665.0,105.0,NO,61,0
K > 24 month,1250.0,3.0,1249.0,416.0,3.0,0.0,21.0,39.0,NO,27,0
K > 24 month,6500.0,12.0,6351.0,2117.0,12.0,0.0,106.0,117.0,NO,56,0
K > 24 month,2000.0,4.0,2000.0,667.0,4.0,1.0,9.0,43.0,NO,49,0
K > 24 month,8700.0,17.0,9000.0,3000.0,18.0,891.0,395.0,137.0,NO,61,0
K > 24 month,1500.0,3.0,1500.0,500.0,3.0,1.0,39.0,37.0,NO,29,0
K > 24 month,12200.0,22.0,14399.0,4800.0,27.0,1323.0,674.0,98.0,NO,62,0
K > 24 month,24600.0,78.0,24875.0,8292.0,84.0,2696.0,1443.0,326.0,NO,62,0
K > 24 month,2900.0,7.0,3400.0,1133.0,9.0,0.0,1000.0,32.0,NO,55,0
K > 24 month,2000.0,2.0,2000.0,667.0,4.0,6416.0,0.0,0.0,NO,21,0
K > 24 month,4800.0,7.0,4790.0,1597.0,8.0,5669.0,243.0,47.0,NO,62,0
K > 24 month,10500.0,21.0,10499.0,3500.0,21.0,4.0,185.0,159.0,NO,60,0
K > 24 month,400.0,2.0,201.0,67.0,1.0,2.0,17.0,8.0,NO,39,0
K > 24 month,6750.0,13.0,6749.0,2250.0,21.0,0.0,58.0,119.0,NO,60,0
K > 24 month,7000.0,7.0,6979.0,2326.0,7.0,15853.0,7.0,72.0,NO,62,0
K > 24 month,8500.0,7.0,8500.0,2833.0,7.0,9764.0,191.0,256.0,NO,62,0
K > 24 month,10550.0,47.0,10137.0,3379.0,50.0,2633.0,16.0,33.0,NO,62,0
K > 24 month,500.0,3.0,508.0,169.0,10.0,2.0,5.0,3.0,NO,61,0
K > 24 month,1350.0,4.0,1352.0,451.0,6.0,8.0,25.0,29.0,NO,21,0
K > 24 month,1900.0,5.0,1900.0,633.0,5.0,3.0,23.0,60.0,NO,14,0
K > 24 month,7000.0,8.0,6753.0,2251.0,16.0,24065.0,23.0,44.0,NO,53,0
K > 24 month,4500.0,9.0,5012.0,1671.0,19.0,1361.0,2.0,27.0,NO,57,0
K > 24 month,5850.0,16.0,5848.0,1949.0,29.0,112.0,12.0,32.0,NO,47,0
K > 24 month,6100.0,12.0,6089.0,2030.0,17.0,11307.0,3.0,9.0,NO,58,0
K > 24 month,5400.0,17.0,5465.0,1822.0,22.0,11.0,511.0,155.0,NO,56,0
K > 24 month,70000.0,91.0,71660.0,23887.0,86.0,14763.0,4092.0,1873.0,NO,62,0
K > 24 month,4600.0,24.0,4603.0,1534.0,27.0,4141.0,1.0,0.0,NO,57,0
K > 24 month,44600.0,85.0,47600.0,15867.0,87.0,11085.0,1213.0,2170.0,NO,62,0
K > 24 month,600.0,2.0,600.0,200.0,2.0,2.0,25.0,28.0,NO,19,0
K > 24 month,10850.0,35.0,12102.0,4034.0,43.0,7722.0,2653.0,43.0,NO,57,0
K > 24 month,3900.0,9.0,3900.0,1300.0,10.0,0.0,3.0,127.0,NO,36,0
K > 24 month,18000.0,21.0,18601.0,6200.0,30.0,620.0,208.0,439.0,NO,60,0
K > 24 month,700.0,2.0,700.0,233.0,3.0,0.0,20.0,17.0,NO,53,0
K > 24 month,2500.0,3.0,2586.0,862.0,4.0,1.0,71.0,68.0,NO,58,0
K > 24 month,18550.0,38.0,19059.0,6353.0,35.0,5474.0,2661.0,50.0,NO,62,0
K > 24 month,6750.0,18.0,7138.0,2379.0,24.0,60.0,20.0,143.0,NO,46,0
K > 24 month,5000.0,10.0,5000.0,1667.0,10.0,0.0,259.0,35.0,NO,43,0
K > 24 month,7500.0,10.0,7310.0,2437.0,19.0,6339.0,18.0,75.0,NO,60,0
K > 24 month,1500.0,3.0,1502.0,501.0,5.0,908.0,8.0,17.0,NO,21,0
H 15-18 month,700.0,2.0,456.0,152.0,5.0,2900.0,250.0,0.0,NO,28,0
K > 24 month,24600.0,51.0,25100.0,8367.0,53.0,4643.0,321.0,318.0,NO,62,0
K > 24 month,7900.0,14.0,8399.0,2800.0,16.0,2256.0,193.0,96.0,NO,49,0
K > 24 month,3550.0,13.0,3267.0,1089.0,21.0,1061.0,6.0,9.0,NO,52,0
K > 24 month,22200.0,74.0,21851.0,7284.0,71.0,8774.0,427.0,147.0,NO,62,0
K > 24 month,7750.0,15.0,7748.0,2583.0,16.0,0.0,99.0,115.0,NO,28,0
K > 24 month,1750.0,7.0,1749.0,583.0,13.0,0.0,7.0,27.0,NO,62,0
K > 24 month,10500.0,21.0,10500.0,3500.0,24.0,0.0,88.0,226.0,NO,58,0
K > 24 month,14500.0,26.0,14500.0,4833.0,26.0,750.0,1978.0,149.0,NO,59,0
K > 24 month,6200.0,23.0,6367.0,2122.0,31.0,0.0,2042.0,3.0,NO,49,0
K > 24 month,5000.0,5.0,4473.0,1491.0,15.0,0.0,2.0,41.0,NO,32,0
K > 24 month,4000.0,7.0,3990.0,1330.0,10.0,5539.0,8.0,33.0,NO,39,0
K > 24 month,17450.0,35.0,16566.0,5522.0,45.0,23262.0,40.0,16.0,NO,62,0
K > 24 month,1100.0,5.0,1100.0,367.0,6.0,0.0,4.0,16.0,NO,33,0
K > 24 month,5000.0,12.0,5183.0,1728.0,15.0,7506.0,390.0,35.0,NO,39,0
K > 24 month,1500.0,3.0,1501.0,500.0,4.0,0.0,24.0,30.0,NO,34,0
K > 24 month,4300.0,8.0,4296.0,1432.0,8.0,2776.0,217.0,64.0,NO,19,0
I 18-21 month,10550.0,24.0,9345.0,3115.0,23.0,13595.0,12.0,11.0,NO,56,0
K > 24 month,9200.0,9.0,8961.0,2987.0,12.0,4515.0,31.0,66.0,NO,62,0
K > 24 month,1000.0,2.0,1000.0,333.0,2.0,1.0,13.0,15.0,NO,12,0
K > 24 month,1500.0,5.0,1500.0,500.0,6.0,0.0,4.0,29.0,NO,37,0
K > 24 month,12100.0,42.0,11634.0,3878.0,43.0,0.0,914.0,157.0,NO,62,0
K > 24 month,3950.0,28.0,3950.0,1317.0,29.0,2497.0,117.0,9.0,NO,52,0
K > 24 month,2500.0,5.0,2500.0,833.0,5.0,0.0,20.0,59.0,NO,27,0
K > 24 month,4700.0,14.0,5204.0,1735.0,19.0,0.0,51.0,8.0,NO,29,0
K > 24 month,7800.0,51.0,8199.0,2733.0,55.0,6078.0,1.0,9.0,NO,61,0
K > 24 month,450.0,3.0,440.0,147.0,5.0,648.0,0.0,0.0,NO,16,0
K > 24 month,8500.0,11.0,8402.0,2801.0,12.0,4489.0,121.0,134.0,NO,34,0
K > 24 month,1600.0,4.0,1774.0,591.0,7.0,1267.0,8.0,2.0,NO,40,0
K > 24 month,2400.0,5.0,2400.0,800.0,6.0,1117.0,207.0,144.0,NO,41,0
K > 24 month,5300.0,11.0,5099.0,1700.0,21.0,627.0,17.0,3.0,NO,48,0
K > 24 month,700.0,2.0,701.0,234.0,3.0,1.0,50.0,7.0,NO,45,0
K > 24 month,6000.0,11.0,6500.0,2167.0,13.0,0.0,84.0,129.0,NO,33,0
K > 24 month,2900.0,10.0,2900.0,967.0,10.0,0.0,75.0,71.0,NO,53,0
K > 24 month,800.0,4.0,800.0,267.0,4.0,0.0,229.0,28.0,NO,52,0
K > 24 month,1500.0,3.0,1501.0,500.0,3.0,0.0,14.0,28.0,NO,21,0
K > 24 month,500.0,1.0,500.0,167.0,1.0,0.0,0.0,5.0,NO,12,0
K > 24 month,48300.0,82.0,49491.0,16497.0,88.0,6612.0,10375.0,33.0,NO,62,0
K > 24 month,17500.0,20.0,18000.0,6000.0,30.0,438.0,79.0,363.0,NO,40,0
K > 24 month,3000.0,6.0,3004.0,1001.0,10.0,5866.0,98.0,9.0,NO,45,0
K > 24 month,7300.0,32.0,7890.0,2630.0,35.0,1166.0,313.0,372.0,NO,49,0
K > 24 month,3600.0,18.0,3600.0,1200.0,18.0,0.0,1444.0,9.0,NO,36,0
K > 24 month,14000.0,22.0,14499.0,4833.0,28.0,4714.0,173.0,279.0,NO,62,0
K > 24 month,11100.0,48.0,11500.0,3833.0,50.0,4664.0,1033.0,116.0,NO,61,0
K > 24 month,6650.0,17.0,6190.0,2063.0,26.0,595.0,139.0,61.0,NO,62,0
K > 24 month,1000.0,2.0,1000.0,333.0,2.0,0.0,45.0,2.0,NO,30,0
K > 24 month,11600.0,46.0,11584.0,3861.0,53.0,0.0,7121.0,241.0,NO,62,0
K > 24 month,17600.0,47.0,17300.0,5767.0,45.0,110.0,87.0,148.0,NO,50,0
K > 24 month,1500.0,3.0,1490.0,497.0,4.0,2383.0,8.0,0.0,NO,39,0
K > 24 month,30000.0,57.0,31501.0,10500.0,61.0,16753.0,353.0,1116.0,NO,60,0
K > 24 month,9500.0,13.0,9499.0,3166.0,18.0,11635.0,2329.0,276.0,NO,54,0
K > 24 month,6200.0,18.0,6039.0,2013.0,19.0,8149.0,2.0,1.0,NO,51,0
K > 24 month,10350.0,21.0,10350.0,3450.0,22.0,0.0,768.0,187.0,NO,62,0
K > 24 month,16000.0,15.0,16500.0,5500.0,19.0,12828.0,563.0,539.0,NO,62,0
K > 24 month,2000.0,4.0,2000.0,667.0,4.0,0.0,13.0,70.0,NO,51,0
K > 24 month,6000.0,15.0,6500.0,2167.0,19.0,246.0,251.0,49.0,NO,50,0
K > 24 month,21000.0,20.0,20999.0,7000.0,19.0,1.0,207.0,817.0,NO,62,0
K > 24 month,1900.0,5.0,1895.0,632.0,12.0,443.0,0.0,17.0,NO,49,0
K > 24 month,5300.0,12.0,6278.0,2093.0,16.0,11483.0,4.0,27.0,NO,59,0
K > 24 month,3000.0,6.0,3000.0,1000.0,7.0,1.0,70.0,59.0,NO,54,0
K > 24 month,6800.0,15.0,6800.0,2267.0,16.0,0.0,116.0,89.0,NO,42,0
K > 24 month,6000.0,12.0,6000.0,2000.0,12.0,7.0,290.0,76.0,NO,40,0
K > 24 month,19800.0,36.0,21000.0,7000.0,40.0,344.0,575.0,245.0,NO,57,0
K > 24 month,25200.0,37.0,26200.0,8733.0,45.0,10703.0,2076.0,125.0,NO,62,0
K > 24 month,8350.0,18.0,9119.0,3040.0,20.0,768.0,412.0,148.0,NO,53,0
K > 24 month,2900.0,8.0,2921.0,974.0,9.0,38.0,20.0,18.0,NO,38,0
K > 24 month,3000.0,6.0,3001.0,1000.0,6.0,0.0,5.0,82.0,NO,23,0
K > 24 month,6400.0,15.0,6024.0,2008.0,23.0,8135.0,4.0,31.0,NO,59,0
H 15-18 month,4500.0,24.0,4500.0,1500.0,41.0,1124.0,16.0,18.0,NO,58,0
K > 24 month,8500.0,17.0,9000.0,3000.0,20.0,45.0,272.0,226.0,NO,60,0
K > 24 month,11200.0,18.0,11699.0,3900.0,24.0,11985.0,5.0,52.0,NO,56,0
K > 24 month,1000.0,2.0,1000.0,333.0,2.0,0.0,15.0,23.0,NO,34,0
K > 24 month,1000.0,5.0,1000.0,333.0,5.0,0.0,1157.0,37.0,NO,55,0
K > 24 month,2200.0,5.0,2199.0,733.0,6.0,4.0,70.0,57.0,NO,39,0
K > 24 month,11100.0,24.0,11309.0,3770.0,24.0,1717.0,268.0,302.0,NO,49,0
K > 24 month,6500.0,11.0,7000.0,2333.0,12.0,1252.0,71.0,216.0,NO,61,0
K > 24 month,8500.0,17.0,8500.0,2833.0,17.0,27.0,41.0,221.0,NO,58,0
K > 24 month,900.0,3.0,987.0,329.0,8.0,0.0,32.0,2.0,NO,57,0
K > 24 month,3800.0,12.0,3800.0,1267.0,11.0,818.0,121.0,20.0,NO,56,0
K > 24 month,700.0,2.0,700.0,233.0,2.0,1.0,17.0,4.0,NO,34,0
I 18-21 month,500.0,1.0,1109.0,370.0,5.0,349.0,0.0,3.0,NO,24,0
K > 24 month,2500.0,3.0,2099.0,700.0,3.0,0.0,29.0,9.0,NO,61,0
K > 24 month,15000.0,14.0,16012.0,5337.0,25.0,53512.0,119.0,96.0,NO,47,0
K > 24 month,7000.0,12.0,6990.0,2330.0,13.0,482.0,443.0,346.0,NO,55,0
K > 24 month,7600.0,28.0,7901.0,2634.0,34.0,119.0,2985.0,30.0,NO,62,0
K > 24 month,3400.0,17.0,3620.0,1207.0,22.0,0.0,1082.0,93.0,NO,56,0
K > 24 month,8000.0,16.0,8000.0,2667.0,16.0,1.0,5.0,166.0,NO,39,0
K > 24 month,2500.0,5.0,2482.0,827.0,8.0,5567.0,8.0,0.0,NO,41,0
K > 24 month,1500.0,3.0,2000.0,667.0,4.0,0.0,57.0,65.0,NO,28,0
K > 24 month,14500.0,5.0,14501.0,4834.0,7.0,900.0,1760.0,398.0,NO,60,0
K > 24 month,68700.0,92.0,69500.0,23167.0,81.0,16882.0,3229.0,570.0,NO,62,0
K > 24 month,5200.0,9.0,5182.0,1727.0,9.0,3356.0,138.0,84.0,NO,14,0
K > 24 month,3000.0,5.0,3000.0,1000.0,7.0,0.0,4.0,47.0,NO,17,0
K > 24 month,14400.0,19.0,14903.0,4968.0,21.0,48506.0,74.0,54.0,NO,54,0
K > 24 month,2300.0,6.0,2290.0,763.0,6.0,125.0,205.0,35.0,NO,22,0
I 18-21 month,1700.0,4.0,1900.0,633.0,5.0,0.0,63.0,52.0,NO,47,0
K > 24 month,6500.0,13.0,6001.0,2000.0,13.0,0.0,240.0,95.0,NO,58,0
K > 24 month,1200.0,3.0,1154.0,385.0,5.0,0.0,25.0,39.0,NO,36,0
K > 24 month,2500.0,5.0,2500.0,833.0,5.0,0.0,33.0,65.0,NO,30,0
K > 24 month,2000.0,4.0,2500.0,833.0,5.0,0.0,82.0,17.0,NO,56,0
K > 24 month,20900.0,38.0,21295.0,7098.0,44.0,9040.0,36.0,295.0,NO,62,0
K > 24 month,2500.0,8.0,2698.0,899.0,14.0,0.0,17.0,3.0,NO,36,0
K > 24 month,23200.0,49.0,26691.0,8897.0,57.0,10729.0,335.0,243.0,NO,62,0
K > 24 month,5600.0,12.0,7801.0,2600.0,19.0,0.0,147.0,95.0,NO,48,0
K > 24 month,2500.0,5.0,2451.0,817.0,6.0,0.0,80.0,53.0,NO,59,0
K > 24 month,5000.0,1.0,4623.0,1541.0,3.0,0.0,491.0,291.0,NO,48,0
K > 24 month,11300.0,59.0,11598.0,3866.0,74.0,5360.0,23.0,6.0,NO,62,0
K > 24 month,12150.0,18.0,12358.0,4119.0,33.0,19268.0,24.0,20.0,NO,52,0
K > 24 month,14500.0,30.0,14500.0,4833.0,29.0,34.0,329.0,332.0,NO,61,0
K > 24 month,13500.0,3.0,13251.0,4417.0,26.0,347.0,11.0,7.0,NO,60,0
K > 24 month,3650.0,15.0,3450.0,1150.0,15.0,982.0,1043.0,80.0,NO,53,0
K > 24 month,13000.0,17.0,12998.0,4333.0,22.0,1116.0,1.0,0.0,NO,55,0
K > 24 month,21500.0,33.0,19512.0,6504.0,31.0,12305.0,340.0,994.0,NO,56,0
K > 24 month,19500.0,36.0,20001.0,6667.0,37.0,1308.0,212.0,710.0,NO,55,0
K > 24 month,11650.0,26.0,12628.0,4209.0,49.0,6647.0,2030.0,12.0,NO,62,0
K > 24 month,1250.0,3.0,1249.0,416.0,3.0,0.0,20.0,20.0,NO,24,0
K > 24 month,2000.0,3.0,1650.0,550.0,10.0,0.0,0.0,12.0,NO,18,0
K > 24 month,1100.0,5.0,1050.0,350.0,6.0,0.0,174.0,31.0,NO,58,0
K > 24 month,18500.0,5.0,12661.0,4220.0,6.0,1276.0,2852.0,1150.0,NO,62,0
K > 24 month,6700.0,13.0,6100.0,2033.0,15.0,3.0,209.0,88.0,NO,60,0
K > 24 month,1500.0,3.0,1389.0,463.0,5.0,0.0,51.0,15.0,NO,19,0
K > 24 month,8100.0,20.0,9052.0,3017.0,30.0,11886.0,490.0,45.0,NO,60,0
K > 24 month,2500.0,5.0,2500.0,833.0,5.0,0.0,10.0,10.0,NO,33,0
K > 24 month,3100.0,14.0,3199.0,1066.0,16.0,1021.0,99.0,14.0,NO,16,0
K > 24 month,20100.0,21.0,20142.0,6714.0,23.0,62246.0,1588.0,333.0,NO,62,0
K > 24 month,12000.0,16.0,13003.0,4334.0,19.0,13667.0,27.0,147.0,NO,45,0
K > 24 month,4500.0,9.0,4500.0,1500.0,9.0,0.0,25.0,98.0,NO,54,0
K > 24 month,1200.0,5.0,1150.0,383.0,5.0,0.0,23.0,22.0,NO,14,0
K > 24 month,7100.0,13.0,7098.0,2366.0,17.0,0.0,210.0,307.0,NO,41,0
K > 24 month,2000.0,5.0,2099.0,700.0,18.0,424.0,36.0,25.0,NO,58,0
K > 24 month,10300.0,29.0,10810.0,3603.0,37.0,24066.0,172.0,212.0,NO,55,0
K > 24 month,1800.0,4.0,1491.0,497.0,5.0,5.0,1037.0,4.0,NO,52,0
K > 24 month,5100.0,10.0,5102.0,1701.0,14.0,1769.0,5.0,23.0,NO,37,0
K > 24 month,23000.0,35.0,22650.0,7550.0,42.0,2.0,45.0,213.0,NO,58,0
K > 24 month,6550.0,20.0,7500.0,2500.0,27.0,1342.0,55.0,37.0,NO,29,0
K > 24 month,8000.0,13.0,8500.0,2833.0,13.0,9898.0,64.0,166.0,NO,13,0
K > 24 month,2500.0,5.0,2499.0,833.0,6.0,456.0,133.0,19.0,NO,34,0
K > 24 month,500.0,1.0,500.0,167.0,1.0,0.0,19.0,20.0,NO,22,0
K > 24 month,13500.0,12.0,13359.0,4453.0,17.0,27948.0,20.0,12.0,NO,62,0
K > 24 month,3000.0,8.0,2680.0,893.0,9.0,1834.0,9.0,64.0,NO,40,0
K > 24 month,15700.0,44.0,16589.0,5530.0,45.0,10822.0,24.0,50.0,NO,59,0
K > 24 month,5100.0,27.0,5200.0,1733.0,32.0,0.0,4.0,9.0,NO,49,0
K > 24 month,3000.0,1.0,3000.0,1000.0,1.0,2282.0,184.0,145.0,NO,60,0
K > 24 month,3000.0,6.0,3000.0,1000.0,6.0,0.0,19.0,57.0,NO,38,0
J 21-24 month,5450.0,9.0,5440.0,1813.0,15.0,5004.0,20.0,59.0,NO,30,0
K > 24 month,200.0,1.0,200.0,67.0,1.0,0.0,124.0,7.0,NO,5,0
K > 24 month,13000.0,25.0,14000.0,4667.0,26.0,0.0,738.0,16.0,NO,62,0
K > 24 month,4150.0,17.0,4150.0,1383.0,22.0,567.0,15.0,65.0,NO,30,0
K > 24 month,1500.0,3.0,1499.0,500.0,3.0,0.0,18.0,6.0,NO,21,0
K > 24 month,3149.0,9.0,3350.0,1117.0,20.0,0.0,19.0,22.0,NO,62,0
K > 24 month,2750.0,20.0,2869.0,956.0,27.0,3627.0,5.0,0.0,NO,49,0
K > 24 month,11900.0,23.0,12396.0,4132.0,24.0,0.0,606.0,348.0,NO,51,0
K > 24 month,4000.0,31.0,3700.0,1233.0,31.0,3260.0,1.0,3.0,NO,45,0
K > 24 month,14000.0,16.0,14300.0,4767.0,19.0,0.0,504.0,200.0,NO,62,0
K > 24 month,3400.0,27.0,3531.0,1177.0,31.0,1416.0,2.0,4.0,NO,48,0
K > 24 month,4000.0,8.0,4000.0,1333.0,8.0,0.0,146.0,53.0,NO,53,0
I 18-21 month,1500.0,2.0,1500.0,500.0,4.0,4364.0,1.0,11.0,NO,38,0
K > 24 month,2500.0,3.0,2500.0,833.0,5.0,3714.0,0.0,0.0,NO,46,0
K > 24 month,6000.0,8.0,6000.0,2000.0,9.0,207.0,53.0,28.0,NO,24,0
K > 24 month,6900.0,14.0,7398.0,2466.0,15.0,211.0,188.0,134.0,NO,58,0
K > 24 month,3100.0,16.0,3090.0,1030.0,20.0,400.0,18.0,1.0,NO,51,0
K > 24 month,4200.0,8.0,3698.0,1233.0,8.0,728.0,34.0,15.0,NO,57,0
K > 24 month,1000.0,3.0,1100.0,367.0,6.0,0.0,0.0,14.0,NO,11,0
K > 24 month,3000.0,6.0,3500.0,1167.0,7.0,0.0,23.0,79.0,NO,26,0
K > 24 month,2850.0,11.0,2850.0,950.0,12.0,0.0,663.0,43.0,NO,55,0
K > 24 month,3500.0,5.0,3092.0,1031.0,6.0,977.0,18.0,78.0,NO,34,0
K > 24 month,3500.0,3.0,2219.0,740.0,8.0,3630.0,22.0,40.0,NO,58,0
K > 24 month,9550.0,23.0,9849.0,3283.0,29.0,15817.0,33.0,38.0,NO,61,0
